symbol,earnings_date,eps_estimate,reported_eps,surprise
IBM,"Jul 22, 2025, 6 AMEDT",-,-,-
IBM,"Apr 22, 2025, 6 AMEDT",-,-,-
IBM,"Jan 22, 2025, 5 AMEST",-,-,-
IBM,"Oct 23, 2024, 4 PMEDT",2.23,-,-
IBM,"Jul 24, 2024, 4 PMEDT",2.2,2.43,+10.63
IBM,"Apr 24, 2024, 4 PMEDT",1.6,1.68,+5.1
IBM,"Jan 24, 2024, 4 PMEST",3.78,3.87,+2.43
IBM,"Oct 25, 2023, 4 PMEDT",2.13,2.2,+3.51
IBM,"Jul 19, 2023, 4 PMEDT",2.01,2.18,+8.52
IBM,"Apr 19, 2023, 4 PMEDT",1.26,1.36,+8.1
IBM,"Jan 25, 2023, 4 PMEST",3.6,3.6,+0.07
IBM,"Oct 19, 2022, 4 PMEDT",1.77,1.81,+2.03
IBM,"Jul 18, 2022, 4 PMEDT",2.27,2.31,+1.64
IBM,"Apr 19, 2022, 4 PMEDT",1.38,1.4,+1.28
IBM,"Jan 24, 2022, 4 PMEST",3.3,3.35,+1.56
IBM,"Oct 20, 2021, 4 PMEDT",2.5,2.52,+0.83
IBM,"Jul 19, 2021, 4 PMEDT",2.29,2.33,+1.79
IBM,"Apr 19, 2021, 4 PMEDT",1.63,1.77,+8.47
IBM,"Jan 21, 2021, 4 PMEST",1.79,2.07,+15.55
IBM,"Oct 19, 2020, 4 PMEDT",2.58,2.58,-0.01
IBM,"Jul 20, 2020, 4 PMEDT",2.07,2.18,+5.07
IBM,"Apr 20, 2020, 4 PMEDT",1.8,1.84,+2.5
IBM,"Jan 21, 2020, 4 PMEST",4.68,4.71,+0.53
IBM,"Oct 16, 2019, 4 PMEDT",2.67,2.68,+0.51
IBM,"Jul 17, 2019, 4 PMEDT",3.07,3.17,+3.29
IBM,"Apr 16, 2019, 4 PMEDT",2.22,2.25,+1.33
IBM,"Jan 22, 2019, 4 PMEST",4.82,4.87,+1.1
IBM,"Oct 16, 2018, 4 PMEDT",3.4,3.42,+0.68
IBM,"Jul 18, 2018, 4 PMEDT",3.04,3.08,+1.25
IBM,"Apr 17, 2018, 4 PMEDT",2.42,2.45,+1.39
IBM,"Jan 18, 2018, 4 PMEST",5.17,5.18,+0.11
IBM,"Oct 17, 2017, 4 PMEDT",3.28,3.3,+0.73
IBM,"Jul 18, 2017, 4 PMEDT",2.74,2.79,+1.76
IBM,"Apr 18, 2017, 4 PMEDT",2.35,2.38,+1.28
IBM,"Jan 19, 2017, 4 PMEST",4.88,5.01,+2.67
IBM,"Oct 17, 2016, 4 PMEDT",3.23,3.29,+1.73
IBM,"Jul 18, 2016, 4 PMEDT",2.89,2.95,+2.23
IBM,"Apr 18, 2016, 4 PMEDT",2.09,2.35,+12.24
IBM,"Jan 19, 2016, 4 PMEST",4.81,4.84,+0.59
IBM,"Oct 19, 2015, 4 PMEDT",3.3,3.34,+1.14
IBM,"Jul 20, 2015, 4 PMEDT",3.78,3.84,+1.5
IBM,"Apr 20, 2015, 4 PMEDT",2.8,2.91,+3.94
IBM,"Jan 20, 2015, 4 PMEST",5.41,5.81,+7.4
IBM,"Oct 20, 2014, 7 AMEDT",4.31,3.68,-14.71
IBM,"Jul 17, 2014, 12 AMEDT",4.29,4.32,+0.63
IBM,"Apr 16, 2014, 12 AMEDT",2.54,2.46,-3.03
IBM,"Jan 21, 2014, 12 AMEST",5.99,6.13,+2.33
IBM,"Oct 16, 2013, 12 AMEDT",3.96,3.99,+0.85
IBM,"Jul 17, 2013, 12 AMEDT",3.77,3.91,+3.79
IBM,"Apr 18, 2013, 12 AMEDT",3.05,3,-1.6
IBM,"Jan 22, 2013, 12 AMEST",5.25,5.39,+2.67
IBM,"Oct 16, 2012, 12 AMEDT",3.61,3.62,+0.18
IBM,"Jul 18, 2012, 12 AMEDT",3.42,3.51,+2.76
IBM,"Apr 17, 2012, 12 AMEDT",2.65,2.78,+5.03
IBM,"Jan 19, 2012, 12 AMEST",4.62,4.71,+1.91
IBM,"Oct 17, 2011, 12 AMEDT",3.22,3.28,+1.84
IBM,"Jul 18, 2011, 12 AMEDT",3.03,3.09,+2.02
IBM,"Apr 19, 2011, 12 AMEDT",2.3,2.41,+4.91
IBM,"Jan 18, 2011, 12 AMEST",4.08,4.18,+2.47
IBM,"Oct 18, 2010, 12 AMEDT",2.75,2.82,+2.62
IBM,"Jul 19, 2010, 12 AMEDT",2.58,2.61,+1.1
IBM,"Apr 19, 2010, 12 AMEDT",1.93,1.97,+1.87
IBM,"Jan 19, 2010, 12 AMEST",3.47,3.59,+3.49
IBM,"Oct 15, 2009, 12 AMEDT",2.38,2.4,+0.78
IBM,"Jul 16, 2009, 12 AMEDT",2.02,2.32,+14.88
IBM,"Apr 20, 2009, 12 AMEDT",1.66,1.7,+2.31
IBM,"Jan 20, 2009, 12 AMEST",3.03,3.28,+8.25
IBM,"Oct 16, 2008, 12 AMEDT",2.03,2.05,+1.21
IBM,"Jul 17, 2008, 12 AMEDT",1.82,1.98,+8.9
IBM,"Apr 16, 2008, 12 AMEDT",1.45,1.65,+14.16
IBM,"Jan 17, 2008, 12 AMEST",2.68,2.8,+4.4
IBM,"Oct 16, 2007, 12 AMEDT",1.67,1.68,+0.42
IBM,"Jul 18, 2007, 12 AMEDT",1.47,1.5,+2.04
IBM,"Apr 17, 2007, 12 AMEDT",1.21,1.21,+0.25
IBM,"Jan 18, 2007, 12 AMEST",2.19,2.26,+3.24
IBM,"Oct 17, 2006, 12 AMEDT",1.35,1.45,+7.19
IBM,"Jul 18, 2006, 12 AMEDT",1.29,1.3,+0.73
IBM,"Apr 18, 2006, 12 AMEDT",1.05,1.08,+3.25
IBM,"Jan 17, 2006, 12 AMEST",1.94,2.11,+8.84
IBM,"Oct 17, 2005, 12 AMEDT",1.13,1.26,+11.07
IBM,"Jul 18, 2005, 12 AMEDT",1.03,1.12,+8.61
IBM,"Apr 14, 2005, 12 AMEDT",0.9,0.85,-5.26
IBM,"Jan 18, 2005, 12 AMEST",1.76,1.81,+3.05
IBM,"Oct 18, 2004, 12 AMEDT",1.14,1.17,+2.37
IBM,"Jul 15, 2004, 12 AMEDT",1.12,1.16,+3.4
IBM,"Apr 15, 2004, 12 AMEDT",0.93,0.93,-0.31
IBM,"Jan 15, 2004, 12 AMEST",1.5,1.56,+4.35
IBM,"Oct 15, 2003, 12 AMEDT",1.02,1.02,-
IBM,"Jul 16, 2003, 12 AMEDT",0.98,0.97,-0.93
IBM,"Apr 14, 2003, 12 AMEDT",0.8,0.79,-0.86
IBM,"Jan 16, 2003, 12 AMEST",1.3,1.34,+2.93
IBM,"Oct 16, 2002, 12 AMEDT",0.96,0.99,+2.92
IBM,"Jul 17, 2002, 12 AMEDT",0.83,0.89,+7.62
IBM,"Apr 17, 2002, 12 AMEDT",0.68,0.68,+0.52
IBM,"Jan 17, 2002, 12 AMEST",1.32,1.33,+0.84
IBM,"Oct 16, 2001, 12 AMEDT",0.89,0.9,+0.62
IBM,"Jul 18, 2001, 12 AMEDT",1.15,1.21,+4.82
IBM,"Apr 18, 2001, 12 AMEDT",0.98,1,+2.3
IBM,"Jan 17, 2001, 12 AMEST",1.46,1.48,+1.41
IBM,"Oct 17, 2000, 12 AMEDT",1.08,1.08,-
IJR,"Feb 16, 2008, 5 PMEST",-,-,-
IJR,"Nov 15, 2007, 5 PMEST",-,-,-
IJR,"Aug 14, 2007, 5 PMEDT",-,-,-
IJR,"May 15, 2007, 5 PMEDT",-,-,-
IJR,"Feb 16, 2007, 5 PMEST",-,-,-
IJR,"Nov 15, 2006, 5 PMEST",-,-,-
IJR,"Aug 14, 2006, 5 PMEDT",-,-,-
IJR,"May 15, 2006, 5 PMEDT",0.42,-,-
IJR,"Feb 16, 2006, 5 PMEST",-,-,-
IJR,"Nov 17, 2005, 12 PMEST",-,-,-
INTC,"Jul 30, 2025, 6 AMEDT",-,-,-
INTC,"Apr 23, 2025, 4 PMEDT",-,-,-
INTC,"Jan 23, 2025, 7 PMEST",-,-,-
INTC,"Oct 31, 2024, 4 PMEDT",-0.02,-,-
INTC,"Aug 01, 2024, 4 PMEDT",0.1,0.02,-80.16
INTC,"Apr 25, 2024, 4 PMEDT",0.14,0.18,+32.29
INTC,"Jan 25, 2024, 4 PMEST",0.45,0.54,+20.32
INTC,"Oct 26, 2023, 4 PMEDT",0.22,0.41,+87.62
INTC,"Jul 27, 2023, 4 PMEDT",-0.03,0.13,+482.35
INTC,"Apr 27, 2023, 4 PMEDT",-0.15,-0.04,+73.63
INTC,"Jan 26, 2023, 4 PMEST",0.2,0.1,-50.7
INTC,"Oct 27, 2022, 4 PMEDT",0.32,0.59,+81.69
INTC,"Jul 28, 2022, 4 PMEDT",0.7,0.29,-58.3
INTC,"Apr 28, 2022, 4 PMEDT",0.81,0.87,+8.01
INTC,"Jan 26, 2022, 4 PMEST",0.91,1.09,+20.36
INTC,"Oct 21, 2021, 4 PMEDT",1.11,1.71,+54.47
INTC,"Jul 22, 2021, 4 PMEDT",1.06,1.28,+20.5
INTC,"Apr 22, 2021, 4 PMEDT",1.15,1.39,+20.63
INTC,"Jan 21, 2021, 3 PMEST",1.1,1.52,+37.89
INTC,"Oct 22, 2020, 4 PMEDT",1.11,1.11,+0.3
INTC,"Jul 23, 2020, 4 PMEDT",1.11,1.23,+10.73
INTC,"Apr 23, 2020, 4 PMEDT",1.28,1.45,+13.44
INTC,"Jan 23, 2020, 4 PMEST",1.25,1.52,+21.58
INTC,"Oct 24, 2019, 4 PMEDT",1.24,1.42,+14.56
INTC,"Jul 25, 2019, 4 PMEDT",0.89,1.06,+18.58
INTC,"Apr 25, 2019, 4 PMEDT",0.87,0.89,+2.46
INTC,"Jan 24, 2019, 4 PMEST",1.22,1.28,+4.62
INTC,"Oct 25, 2018, 4 PMEDT",1.15,1.4,+21.56
INTC,"Jul 26, 2018, 4 PMEDT",0.96,1.04,+8.47
INTC,"Apr 26, 2018, 4 PMEDT",0.72,0.87,+21.03
INTC,"Jan 25, 2018, 4 PMEST",0.86,1.08,+24.88
INTC,"Oct 26, 2017, 4 PMEDT",0.8,1.01,+25.72
INTC,"Jul 27, 2017, 4 PMEDT",0.68,0.72,+5.92
INTC,"Apr 27, 2017, 4 PMEDT",0.65,0.66,+1.76
INTC,"Jan 26, 2017, 4 PMEST",0.74,0.79,+6.07
INTC,"Oct 18, 2016, 4 PMEDT",0.73,0.8,+10.16
INTC,"Jul 20, 2016, 4 PMEDT",0.53,0.59,+11.01
INTC,"Apr 19, 2016, 4 PMEDT",0.47,0.54,+14.07
INTC,"Jan 14, 2016, 4 PMEST",0.63,0.74,+16.95
INTC,"Oct 13, 2015, 4 PMEDT",0.59,0.64,+9.13
INTC,"Jul 15, 2015, 4 PMEDT",0.5,0.55,+9.85
INTC,"Apr 14, 2015, 4 PMEDT",0.41,0.41,+0.05
INTC,"Jan 15, 2015, 4 PMEST",0.66,0.74,+12.12
INTC,"Oct 14, 2014, 4 PMEDT",0.65,0.66,+1.98
INTC,"Jul 15, 2014, 12 AMEDT",0.52,0.55,+5.14
INTC,"Apr 15, 2014, 12 AMEDT",0.37,0.38,+3.05
INTC,"Jan 16, 2014, 12 AMEST",0.52,0.51,-1.79
INTC,"Oct 15, 2013, 12 AMEDT",0.53,0.58,+8.71
INTC,"Jul 17, 2013, 12 AMEDT",0.39,0.39,-1.21
INTC,"Apr 16, 2013, 12 AMEDT",0.41,0.4,-1.58
INTC,"Jan 17, 2013, 12 AMEST",0.45,0.48,+6.08
INTC,"Oct 16, 2012, 12 AMEDT",0.49,0.58,+17.24
INTC,"Jul 17, 2012, 12 AMEDT",0.52,0.54,+3.44
INTC,"Apr 17, 2012, 12 AMEDT",0.5,0.53,+5.76
INTC,"Jan 19, 2012, 12 AMEST",0.61,0.64,+4.76
INTC,"Oct 18, 2011, 12 AMEDT",0.61,0.65,+6.67
INTC,"Jul 20, 2011, 12 AMEDT",0.51,0.54,+6.36
INTC,"Apr 19, 2011, 12 AMEDT",0.46,0.56,+22.28
INTC,"Jan 13, 2011, 12 AMEST",0.53,0.59,+11.03
INTC,"Oct 12, 2010, 12 AMEDT",0.5,0.52,+4.1
INTC,"Jul 13, 2010, 12 AMEDT",0.43,0.51,+19.54
INTC,"Apr 13, 2010, 12 AMEDT",0.38,0.43,+13.02
INTC,"Jan 14, 2010, 12 AMEST",0.3,0.4,+33.36
INTC,"Oct 13, 2009, 12 AMEDT",0.28,0.33,+18.44
INTC,"Jul 14, 2009, 12 AMEDT",0.08,-0.07,-184.02
INTC,"Apr 14, 2009, 12 AMEDT",0.02,0.11,+346.79
INTC,"Jan 15, 2009, 12 AMEST",0.04,0.04,-8.34
INTC,"Oct 14, 2008, 12 AMEDT",0.34,0.35,+3.03
INTC,"Jul 15, 2008, 12 AMEDT",0.25,0.28,+10.21
INTC,"Apr 15, 2008, 12 AMEDT",0.25,0.25,-0.21
INTC,"Jan 15, 2008, 12 AMEST",0.4,0.38,-5.68
INTC,"Oct 16, 2007, 12 AMEDT",0.3,0.31,+3.23
INTC,"Jul 17, 2007, 12 AMEDT",0.19,0.22,+14.75
INTC,"Apr 17, 2007, 12 AMEDT",0.22,0.27,+22.89
INTC,"Jan 16, 2007, 12 AMEST",0.25,0.26,+5.14
INTC,"Oct 17, 2006, 12 AMEDT",0.18,0.22,+25.41
INTC,"Jul 19, 2006, 12 AMEDT",0.13,0.15,+11.7
INTC,"Apr 19, 2006, 12 AMEDT",0.23,0.23,-0.12
INTC,"Jan 17, 2006, 12 AMEST",0.43,0.4,-6.32
INTC,"Oct 18, 2005, 12 AMEDT",0.33,0.32,-2.32
INTC,"Jul 19, 2005, 12 AMEDT",0.32,0.33,+1.89
INTC,"Apr 19, 2005, 12 AMEDT",0.31,0.35,+13.51
INTC,"Jan 11, 2005, 12 AMEST",0.31,0.33,+5.58
INTC,"Oct 12, 2004, 12 AMEDT",0.27,0.3,+10.6
INTC,"Jul 13, 2004, 12 AMEDT",0.27,0.27,+0.93
INTC,"Apr 13, 2004, 12 AMEDT",0.27,0.26,-2.61
INTC,"Jan 14, 2004, 12 AMEST",0.25,0.33,+33.62
INTC,"Oct 14, 2003, 12 AMEDT",0.23,0.25,+8.07
INTC,"Jul 15, 2003, 12 AMEDT",0.13,0.14,+7.44
INTC,"Apr 15, 2003, 12 AMEDT",0.12,0.14,+20.62
INTC,"Jan 14, 2003, 12 AMEST",0.14,0.16,+14.29
INTC,"Oct 15, 2002, 12 AMEDT",0.13,0.11,-12
INTC,"Jul 16, 2002, 12 AMEDT",0.11,0.09,-18.5
INTC,"Apr 16, 2002, 12 AMEDT",0.15,0.15,+2.38
INTC,"Jan 15, 2002, 12 AMEST",0.11,0.15,+38.07
INTC,"Oct 16, 2001, 12 AMEDT",0.1,0.1,+4.35
INTC,"Jul 17, 2001, 12 AMEDT",0.11,0.12,+14.29
INTC,"Apr 17, 2001, 12 AMEDT",0.15,0.16,+8.98
INTC,"Jan 16, 2001, 12 AMEST",0.37,0.38,+1.46
INTC,"Oct 17, 2000, 12 AMEDT",0.38,0.41,+8.55
INTU,"Aug 20, 2025, 6 AMEDT",-,-,-
INTU,"May 21, 2025, 4 PMEDT",-,-,-
INTU,"Feb 20, 2025, 5 AMEST",-,-,-
INTU,"Nov 26, 2024, 7 PMEST",2.35,-,-
INTU,"Aug 22, 2024, 4 PMEDT",1.85,1.99,+7.86
INTU,"May 23, 2024, 4 PMEDT",9.37,9.88,+5.48
INTU,"Feb 22, 2024, 4 PMEST",2.3,2.63,+14.36
INTU,"Nov 28, 2023, 4 PMEST",1.98,2.47,+24.84
INTU,"Aug 24, 2023, 4 PMEDT",1.44,1.65,+14.95
INTU,"May 23, 2023, 4 PMEDT",8.48,8.92,+5.18
INTU,"Feb 23, 2023, 4 PMEST",1.44,2.2,+52.9
INTU,"Nov 29, 2022, 4 PMEST",1.22,1.66,+35.64
INTU,"Aug 23, 2022, 4 PMEDT",0.98,1.1,+11.97
INTU,"May 24, 2022, 4 PMEDT",7.58,7.65,+0.95
INTU,"Feb 24, 2022, 4 PMEST",1.85,1.55,-16.3
INTU,"Nov 18, 2021, 4 PMEST",0.97,1.53,+57.26
INTU,"Aug 24, 2021, 4 PMEDT",1.59,1.97,+23.74
INTU,"May 25, 2021, 4 PMEDT",6.47,6.07,-6.22
INTU,"Feb 23, 2021, 4 PMEST",0.91,0.68,-25.02
INTU,"Nov 19, 2020, 4 PMEST",0.37,0.94,+151.23
INTU,"Aug 25, 2020, 4 PMEDT",1.05,1.81,+72.2
INTU,"May 21, 2020, 4 PMEDT",4.6,4.49,-2.38
INTU,"Feb 24, 2020, 4 PMEST",1.02,1.16,+13.41
INTU,"Nov 21, 2019, 4 PMEST",0.25,0.41,+63.83
INTU,"Aug 22, 2019, 4 PMEDT",-0.15,-0.09,+38.06
INTU,"May 23, 2019, 4 PMEDT",5.4,5.55,+2.74
INTU,"Feb 21, 2019, 4 PMEST",0.86,1,+15.66
INTU,"Nov 19, 2018, 4 PMEST",0.11,0.29,+159.83
INTU,"Aug 23, 2018, 4 PMEDT",0.23,0.32,+39.03
INTU,"May 22, 2018, 4 PMEDT",4.68,4.82,+3.08
INTU,"Feb 22, 2018, 4 PMEST",0.34,0.35,+2.94
INTU,"Nov 20, 2017, 4 PMEST",0.05,0.11,+142.66
INTU,"Aug 22, 2017, 4 PMEDT",0.17,0.2,+19.13
INTU,"May 23, 2017, 4 PMEDT",3.87,3.9,+0.69
INTU,"Feb 23, 2017, 4 PMEST",0.25,0.26,+5.3
INTU,"Nov 17, 2016, 4 PMEST",0.03,0.06,+100.33
INTU,"Aug 23, 2016, 4 PMEDT",-0.02,0.08,+541.74
INTU,"May 24, 2016, 4 PMEDT",3.21,3.43,+6.83
INTU,"Feb 25, 2016, 4 PMEST",0.19,0.25,+30.77
INTU,"Nov 19, 2015, 4 PMEST",-0.04,0.09,+345.43
INTU,"Aug 20, 2015, 4 PMEDT",-0.11,-0.05,+56.41
INTU,"May 21, 2015, 4 PMEDT",2.74,2.85,+4.19
INTU,"Feb 19, 2015, 4 PMEST",-0.13,-0.06,+52.56
INTU,"Nov 20, 2014, 4 PMEST",-0.2,-0.1,+51.07
INTU,"Aug 21, 2014, 4 PMEDT",0.07,-0.01,-113.79
INTU,"May 20, 2014, 12 AMEDT",3.5,3.53,+0.86
INTU,"Feb 20, 2014, 12 AMEST",0.02,0.02,+23.23
INTU,"Nov 21, 2013, 12 AMEST",-0.09,-0.06,+36.7
INTU,"Aug 20, 2013, 12 AMEDT",-,-,+100
INTU,"May 21, 2013, 12 AMEDT",2.93,2.97,+1.45
INTU,"Feb 21, 2013, 12 AMEST",0.3,0.33,+9.42
INTU,"Nov 15, 2012, 12 AMEST",-0.06,-0.03,+52.02
INTU,"Aug 21, 2012, 12 AMEDT",0.06,0.03,-50.54
INTU,"May 17, 2012, 12 AMEDT",2.48,2.51,+1.24
INTU,"Feb 21, 2012, 12 AMEST",0.45,0.51,+12.39
INTU,"Nov 17, 2011, 12 AMEST",-0.12,-0.1,+18.11
INTU,"Aug 18, 2011, 12 AMEDT",-,0.02,+1190.32
INTU,"May 19, 2011, 12 AMEDT",2.27,2.33,+2.43
INTU,"Feb 17, 2011, 12 AMEST",0.3,0.32,+5.43
INTU,"Nov 18, 2010, 12 AMEST",-0.12,-0.12,-2.23
INTU,"Aug 19, 2010, 12 AMEDT",-0.1,-0.05,+49.82
INTU,"May 20, 2010, 12 AMEDT",1.82,1.89,+3.98
INTU,"Feb 18, 2010, 12 AMEST",0.32,0.38,+20.52
INTU,"Nov 19, 2009, 12 AMEST",-0.16,-0.1,+35.85
INTU,"Aug 20, 2009, 12 AMEDT",-0.12,-0.1,+16.67
INTU,"May 20, 2009, 12 AMEDT",1.61,1.68,+4.53
INTU,"Feb 19, 2009, 12 AMEST",0.27,0.34,+26.71
INTU,"Nov 19, 2008, 12 AMEST",-0.12,-0.09,+25
INTU,"Aug 21, 2008, 12 AMEDT",-0.08,-0.08,-2.13
INTU,"May 20, 2008, 12 AMEDT",1.33,1.39,+4.28
INTU,"Feb 21, 2008, 12 AMEST",0.36,0.4,+10.09
INTU,"Nov 15, 2007, 12 AMEST",-0.12,-0.1,+17.81
INTU,"Aug 22, 2007, 12 AMEDT",-0.05,-0.02,+63.08
INTU,"May 17, 2007, 12 AMEDT",1.08,1.13,+4.79
INTU,"Feb 22, 2007, 12 AMEST",0.42,0.45,+6.58
INTU,"Nov 16, 2006, 12 AMEST",-0.12,-0.12,+4
INTU,"Aug 22, 2006, 12 AMEDT",-0.04,-0.03,+20.59
INTU,"May 17, 2006, 12 AMEDT",0.88,0.9,+1.51
INTU,"Feb 16, 2006, 12 AMEST",0.48,0.49,+1.89
INTU,"Nov 16, 2005, 12 AMEST",-0.15,-0.13,+14.75
INTU,"Aug 24, 2005, 12 AMEDT",-0.05,-0.04,+20
INTU,"May 17, 2005, 12 AMEDT",0.77,0.78,+0.2
INTU,"Feb 17, 2005, 12 AMEST",0.38,0.41,+8.47
INTU,"Nov 17, 2004, 12 AMEST",-0.13,-0.11,+13.21
INTU,"Aug 18, 2004, 12 AMEDT",-0.04,-0.03,+19.68
INTU,"May 19, 2004, 12 AMEDT",0.58,0.6,+3.76
INTU,"Feb 18, 2004, 12 AMEST",0.35,0.39,+10.42
INTU,"Nov 19, 2003, 12 AMEST",-0.13,-0.12,+9.43
INTU,"Aug 19, 2003, 12 AMEDT",-0.04,-0.02,+32.99
INTU,"May 14, 2003, 12 AMEDT",0.51,0.53,+3.45
INTU,"Feb 13, 2003, 12 AMEST",0.28,0.31,+7.02
INTU,"Nov 13, 2002, 12 AMEST",-0.12,-0.1,+9.05
INTU,"Aug 14, 2002, 12 AMEDT",-0.06,-0.04,+25
INTU,"May 15, 2002, 12 AMEDT",0.36,0.38,+4.3
INTU,"Feb 13, 2002, 12 AMEST",0.29,0.31,+6.22
INTU,"Nov 15, 2001, 12 AMEST",-0.08,-0.06,+14.75
INTU,"Aug 21, 2001, 12 AMEDT",-0.05,-0.04,+18.57
INTU,"May 22, 2001, 12 AMEDT",0.27,0.28,+2.56
INTU,"Feb 20, 2001, 12 AMEST",0.22,0.24,+7.4
INTU,"Nov 21, 2000, 12 AMEST",-0.08,-0.08,-2.85
ISRG,"Oct 15, 2025, 6 AMEDT",-,-,-
ISRG,"Jul 16, 2025, 6 AMEDT",-,-,-
ISRG,"Apr 16, 2025, 6 AMEDT",-,-,-
ISRG,"Jan 21, 2025, 7 PMEST",1.76,-,-
ISRG,"Oct 17, 2024, 4 PMEDT",1.63,1.84,+12.61
ISRG,"Jul 18, 2024, 4 PMEDT",1.54,1.78,+15.65
ISRG,"Apr 18, 2024, 4 PMEDT",1.41,1.5,+6.53
ISRG,"Jan 23, 2024, 4 PMEST",1.48,1.6,+7.82
ISRG,"Oct 19, 2023, 4 PMEDT",1.41,1.46,+3.38
ISRG,"Jul 20, 2023, 4 PMEDT",1.33,1.42,+7.09
ISRG,"Apr 18, 2023, 4 PMEDT",1.2,1.23,+2.48
ISRG,"Jan 24, 2023, 4 PMEST",1.25,1.23,-1.67
ISRG,"Oct 18, 2022, 4 PMEDT",1.12,1.19,+6.31
ISRG,"Jul 21, 2022, 4 PMEDT",1.19,1.14,-3.95
ISRG,"Apr 21, 2022, 4 PMEDT",1.08,1.13,+4.77
ISRG,"Jan 20, 2022, 4 PMEST",1.28,1.3,+1.63
ISRG,"Oct 19, 2021, 2 PMEDT",1.17,1.19,+2.06
ISRG,"Jul 20, 2021, 4 PMEDT",1.02,1.31,+27.89
ISRG,"Apr 20, 2021, 4 PMEDT",0.88,1.17,+33.69
ISRG,"Jan 21, 2021, 4 PMEST",1.04,1.19,+14.6
ISRG,"Oct 15, 2020, 4 PMEDT",0.69,0.92,+33.99
ISRG,"Jul 21, 2020, 4 PMEDT",0.19,0.37,+97.89
ISRG,"Apr 16, 2020, 4 PMEDT",0.85,0.9,+5.72
ISRG,"Jan 23, 2020, 4 PMEST",1.13,1.16,+3.05
ISRG,"Oct 17, 2019, 4 PMEDT",1,1.14,+14.66
ISRG,"Jul 18, 2019, 4 PMEDT",0.96,1.08,+13.2
ISRG,"Apr 18, 2019, 4 PMEDT",0.9,0.87,-3.32
ISRG,"Jan 24, 2019, 4 PMEST",1.02,1.04,+1.6
ISRG,"Oct 18, 2018, 4 PMEDT",0.89,0.94,+6.31
ISRG,"Jul 19, 2018, 4 PMEDT",0.83,0.92,+10.6
ISRG,"Apr 17, 2018, 4 PMEDT",0.69,0.81,+17.79
ISRG,"Jan 25, 2018, 4 PMEST",0.76,0.85,+11.77
ISRG,"Oct 19, 2017, 4 PMEDT",0.66,0.92,+39.37
ISRG,"Jul 20, 2017, 4 PMEDT",0.64,0.66,+2.72
ISRG,"Apr 18, 2017, 4 PMEDT",0.55,0.57,+2.5
ISRG,"Jan 24, 2017, 4 PMEST",0.67,0.68,+1.73
ISRG,"Oct 18, 2016, 4 PMEDT",0.57,0.69,+20.09
ISRG,"Jul 19, 2016, 4 PMEDT",0.55,0.62,+13.14
ISRG,"Apr 19, 2016, 4 PMEDT",0.48,0.49,+2.02
ISRG,"Jan 21, 2016, 4 PMEST",0.56,0.65,+16.89
ISRG,"Oct 20, 2015, 4 PMEDT",0.47,0.5,+5.64
ISRG,"Jul 21, 2015, 4 PMEDT",0.44,0.51,+14.78
ISRG,"Apr 21, 2015, 4 PMEDT",0.43,0.4,-7.78
ISRG,"Jan 22, 2015, 4 PMEST",0.49,0.55,+12.43
ISRG,"Oct 21, 2014, 4 PMEDT",0.42,0.44,+3.27
ISRG,"Jul 22, 2014, 12 AMEDT",0.31,0.33,+6.38
ISRG,"Apr 22, 2014, 12 AMEDT",0.36,0.3,-18.71
ISRG,"Jan 23, 2014, 12 AMEST",0.43,0.48,+11.65
ISRG,"Oct 17, 2013, 12 AMEDT",0.38,0.44,+17.52
ISRG,"Jul 18, 2013, 12 AMEDT",0.45,0.43,-3.54
ISRG,"Apr 18, 2013, 12 AMEDT",0.44,0.51,+14.62
ISRG,"Jan 22, 2013, 12 AMEST",0.45,0.47,+5.3
ISRG,"Oct 16, 2012, 12 AMEDT",0.39,0.39,+1.01
ISRG,"Jul 19, 2012, 12 AMEDT",0.4,0.42,+5.49
ISRG,"Apr 17, 2012, 12 AMEDT",0.35,0.39,+11.39
ISRG,"Jan 19, 2012, 12 AMEST",0.37,0.42,+12.11
ISRG,"Oct 18, 2011, 12 AMEDT",0.31,0.34,+10.4
ISRG,"Jul 19, 2011, 12 AMEDT",0.3,0.32,+7.27
ISRG,"Apr 19, 2011, 12 AMEDT",0.28,0.29,+3.92
ISRG,"Jan 20, 2011, 12 AMEST",0.25,0.34,+34.43
ISRG,"Oct 19, 2010, 12 AMEDT",0.23,0.24,+1.85
ISRG,"Jul 21, 2010, 12 AMEDT",0.23,0.24,+7.52
ISRG,"Apr 15, 2010, 12 AMEDT",0.19,0.24,+26.1
ISRG,"Jan 21, 2010, 12 AMEST",0.19,0.22,+14.28
ISRG,"Oct 20, 2009, 12 AMEDT",0.16,0.18,+11.04
ISRG,"Jul 22, 2009, 12 AMEDT",0.14,0.18,+29.16
ISRG,"Apr 16, 2009, 12 AMEDT",0.11,0.08,-29.56
ISRG,"Jan 22, 2009, 12 AMEST",0.14,0.14,+0.21
ISRG,"Oct 16, 2008, 12 AMEDT",0.14,0.16,+13.23
ISRG,"Jul 22, 2008, 12 AMEDT",0.13,0.14,+8.47
ISRG,"Apr 17, 2008, 12 AMEDT",0.11,0.12,+13.97
ISRG,"Jan 31, 2008, 12 AMEST",0.12,0.14,+19.49
ISRG,"Oct 18, 2007, 12 AMEDT",0.09,0.12,+30.74
ISRG,"Jul 19, 2007, 12 AMEDT",0.07,0.09,+19.44
